disno,dyindex,statea,namea,stateb,nameb,strtday,strtmnth,strtyr,year,endday,endmnth,endyear,outcome,settlmnt,fatlev,highact,hihost,recip,noinit,notarg,sideaa,revstata,revtypea,fatleva,highmcaa,hihosta,orignata,sideab,revstatb,revtypeb,fatlevb,highmcab,hihostb,orignatb,rolea,roleb,war,durindx,cumdurat,duration,disno4,mid3hiact,mid3hia,mid3hib,ongo2010,new,change,changetype_1,changetype_2
27,27.016,260,GFR,365,RUS,13,8,1961,1961,28,10,1961,5,3,0,15,4,0,4,4,1,0,0,0,7,3,0,0,1,2,0,15,4,1,2,3,0,1,77,77,-9,13,7,13,0,0,0,0,
27,27.016,365,RUS,260,GFR,13,8,1961,1961,28,10,1961,5,3,0,15,4,0,4,4,0,1,2,0,15,4,1,1,0,0,0,7,3,0,3,2,0,1,77,77,-9,13,13,7,0,0,0,0,
28,28.001,220,FRN,616,TUN,19,7,1961,1961,5,9,1961,6,1,3,18,4,0,1,1,0,0,0,1,18,4,1,1,1,2,3,15,4,1,3,1,0,1,49,49,-9,17,17,13,0,0,0,0,
28,28.001,616,TUN,220,FRN,19,7,1961,1961,5,9,1961,6,1,3,18,4,0,1,1,1,1,2,3,15,4,1,0,0,0,1,18,4,1,1,3,0,1,49,49,-9,17,13,17,0,0,0,0,
30,30.001,300,AUH,345,YUG,6,10,1908,1908,31,3,1909,0,0,0,18,4,1,1,1,0,0,0,0,18,4,1,1,1,1,0,18,4,1,3,1,0,1,87,87,-9,17,17,17,0,0,0,0,
30,30.001,300,AUH,345,YUG,6,10,1908,1909,31,3,1909,3,1,-9,18,4,1,1,1,0,0,0,-9,18,4,1,1,1,1,-9,18,4,1,3,1,0,2,178,91,-9,17,17,17,0,0,0,0,
30,30.001,345,YUG,300,AUH,6,10,1908,1908,31,3,1909,0,0,0,18,4,1,1,1,1,1,1,0,18,4,1,0,0,0,0,18,4,1,1,3,0,1,87,87,-9,17,17,17,0,0,0,0,
30,30.001,345,YUG,300,AUH,6,10,1908,1909,31,3,1909,4,1,-9,18,4,1,1,1,1,1,1,-9,18,4,1,0,0,0,-9,18,4,1,1,3,0,2,178,91,-9,17,17,17,0,0,0,0,
31,31.001,2,USA,710,CHN,30,5,1900,1900,16,8,1900,1,2,6,22,5,1,8,1,1,0,0,2,22,5,1,0,0,0,6,22,5,1,1,3,1,1,79,79,-9,20,20,20,0,0,0,0,
31,31.001,710,CHN,2,USA,30,5,1900,1900,16,8,1900,2,2,6,22,5,1,8,1,0,0,0,6,22,5,1,1,0,0,2,22,5,1,3,1,1,1,79,79,-9,20,20,20,0,0,0,0,
31,31.002,200,UKG,710,CHN,30,5,1900,1900,16,8,1900,1,2,6,22,5,1,8,1,1,1,2,2,22,5,1,0,0,0,6,22,5,1,1,3,1,1,79,79,-9,20,20,20,0,0,0,0,
31,31.002,710,CHN,200,UKG,30,5,1900,1900,16,8,1900,2,2,6,22,5,1,8,1,0,0,0,6,22,5,1,1,1,2,2,22,5,1,3,1,1,1,79,79,-9,20,20,20,0,0,0,0,
31,31.003,220,FRN,710,CHN,30,5,1900,1900,16,8,1900,1,2,6,22,5,1,8,1,1,0,0,2,22,5,1,0,0,0,6,22,5,1,1,3,1,1,79,79,-9,20,20,20,0,0,0,0,
31,31.003,710,CHN,220,FRN,30,5,1900,1900,16,8,1900,2,2,6,22,5,1,8,1,0,0,0,6,22,5,1,1,0,0,2,22,5,1,3,1,1,1,79,79,-9,20,20,20,0,0,0,0,
31,31.004,255,GMY,710,CHN,30,5,1900,1900,16,8,1900,1,2,6,19,4,1,8,1,1,0,0,2,19,4,1,0,0,0,6,18,4,1,1,3,0,1,79,79,-9,16,16,17,0,0,0,0,
31,31.004,710,CHN,255,GMY,30,5,1900,1900,16,8,1900,2,2,6,19,4,1,8,1,0,0,0,6,18,4,1,1,0,0,2,19,4,1,3,1,0,1,79,79,-9,16,17,16,0,0,0,0,
31,31.005,300,AUH,710,CHN,30,5,1900,1900,16,8,1900,1,2,6,19,4,1,8,1,1,0,0,1,19,4,1,0,0,0,6,18,4,1,1,3,0,1,79,79,-9,16,16,17,0,0,0,0,
31,31.005,710,CHN,300,AUH,30,5,1900,1900,16,8,1900,2,2,6,19,4,1,8,1,0,0,0,6,18,4,1,1,0,0,1,19,4,1,3,1,0,1,79,79,-9,16,17,16,0,0,0,0,
31,31.006,325,ITA,710,CHN,30,5,1900,1900,16,8,1900,1,2,6,19,4,1,8,1,1,0,0,1,19,4,1,0,0,0,6,18,4,1,1,3,0,1,79,79,-9,16,16,17,0,0,0,0,
31,31.006,710,CHN,325,ITA,30,5,1900,1900,16,8,1900,2,2,6,19,4,1,8,1,0,0,0,6,18,4,1,1,0,0,1,19,4,1,3,1,0,1,79,79,-9,16,17,16,0,0,0,0,
31,31.007,365,RUS,710,CHN,30,5,1900,1900,16,8,1900,1,2,6,22,5,1,8,1,1,1,2,4,22,5,1,0,0,0,6,22,5,1,1,3,1,1,79,79,-9,20,20,20,0,0,0,0,
31,31.007,710,CHN,365,RUS,30,5,1900,1900,16,8,1900,2,2,6,22,5,1,8,1,0,0,0,6,22,5,1,1,1,2,4,22,5,1,3,1,1,1,79,79,-9,20,20,20,0,0,0,0,
31,31.008,710,CHN,740,JPN,30,5,1900,1900,16,8,1900,2,2,6,22,5,1,8,1,0,0,0,6,22,5,1,1,1,2,5,22,5,1,3,1,1,1,79,79,-9,20,20,20,0,0,0,0,
31,31.008,740,JPN,710,CHN,30,5,1900,1900,16,8,1900,1,2,6,22,5,1,8,1,1,1,2,5,22,5,1,0,0,0,6,22,5,1,1,3,1,1,79,79,-9,20,20,20,0,0,0,0,
38,38.001,2,USA,200,UKG,29,12,1837,1837,5,1,1838,0,0,0,19,4,0,1,1,0,0,0,0,7,3,1,1,1,2,0,19,4,1,3,1,0,1,3,3,-9,16,7,16,0,0,0,0,
38,38.001,2,USA,200,UKG,29,12,1837,1838,5,1,1838,5,3,0,19,4,0,1,1,0,0,0,0,7,3,1,1,1,2,0,19,4,1,3,1,0,2,9,6,-9,16,7,16,0,0,0,0,
38,38.001,200,UKG,2,USA,29,12,1837,1837,5,1,1838,0,0,0,19,4,0,1,1,1,1,2,0,19,4,1,0,0,0,0,7,3,1,1,3,0,1,3,3,-9,16,16,7,0,0,0,0,
38,38.001,200,UKG,2,USA,29,12,1837,1838,5,1,1838,5,3,0,19,4,0,1,1,1,1,2,0,19,4,1,0,0,0,0,7,3,1,1,3,0,2,9,6,-9,16,16,7,0,0,0,0,
40,40.001,710,CHN,740,JPN,10,4,1928,1928,18,11,1928,3,1,3,18,4,0,1,1,0,0,0,3,18,4,1,1,0,0,1,16,4,1,3,1,0,1,223,223,-9,17,17,14,0,0,0,0,
40,40.001,740,JPN,710,CHN,10,4,1928,1928,18,11,1928,4,1,3,18,4,0,1,1,1,0,0,1,16,4,1,0,0,0,3,18,4,1,1,3,0,1,223,223,-9,17,14,17,0,0,0,0,
41,41.001,365,RUS,710,CHN,27,5,1929,1929,3,12,1929,1,1,6,22,5,1,1,1,0,0,0,3,22,5,1,1,0,0,6,22,5,1,3,1,1,1,191,191,-9,20,20,20,0,0,1,0,
41,41.001,710,CHN,365,RUS,27,5,1929,1929,3,12,1929,2,1,6,22,5,1,1,1,1,0,0,6,22,5,1,0,0,0,3,22,5,1,1,3,1,1,191,191,-9,20,20,20,0,0,1,0,
43,43.001,255,GMY,710,CHN,14,11,1897,1897,6,3,1898,0,0,0,18,4,1,1,1,1,1,2,0,18,4,1,0,0,0,0,18,4,1,1,3,0,1,48,48,-9,17,17,17,0,0,0,0,
43,43.001,255,GMY,710,CHN,14,11,1897,1898,6,3,1898,1,1,0,18,4,1,1,1,1,1,2,0,18,4,1,0,0,0,0,18,4,1,1,3,0,2,114,66,-9,17,17,17,0,0,0,0,
43,43.001,710,CHN,255,GMY,14,11,1897,1897,6,3,1898,0,0,0,18,4,1,1,1,0,0,0,0,18,4,1,1,1,2,0,18,4,1,3,1,0,1,48,48,-9,17,17,17,0,0,0,0,
43,43.001,710,CHN,255,GMY,14,11,1897,1898,6,3,1898,2,1,0,18,4,1,1,1,0,0,0,0,18,4,1,1,1,2,0,18,4,1,3,1,0,2,114,66,-9,17,17,17,0,0,0,0,
50,50.001,2,USA,365,RUS,4,8,1954,1954,8,8,1954,5,3,0,8,3,0,3,2,1,1,1,0,8,3,1,0,1,1,0,8,3,0,1,4,0,1,5,5,-9,7,7,7,0,0,0,0,
50,50.001,365,RUS,2,USA,4,8,1954,1954,8,8,1954,5,3,0,8,3,0,3,2,0,1,1,0,8,3,0,1,1,1,0,8,3,1,4,1,0,1,5,5,-9,7,7,7,0,0,0,0,
50,50.002,2,USA,710,CHN,11,2,1953,1953,19,1,1956,0,0,0,8,3,0,3,2,1,1,1,0,8,3,1,0,1,1,0,8,3,1,1,3,0,1,324,324,-9,7,7,7,0,0,0,0,
50,50.002,2,USA,710,CHN,11,2,1953,1954,19,1,1956,0,0,0,8,3,0,3,2,1,1,1,0,8,3,1,0,1,1,0,8,3,1,1,3,0,2,689,365,-9,7,7,7,0,0,0,0,
50,50.002,2,USA,710,CHN,11,2,1953,1955,19,1,1956,0,0,0,8,3,0,3,2,1,1,1,0,8,3,1,0,1,1,0,8,3,1,1,3,0,3,1054,365,-9,7,7,7,0,0,0,0,
50,50.002,2,USA,710,CHN,11,2,1953,1956,19,1,1956,5,3,2,8,3,0,3,2,1,1,1,0,8,3,1,0,1,1,2,8,3,1,1,3,0,4,1074,20,-9,7,7,7,0,0,0,0,
50,50.002,710,CHN,2,USA,11,2,1953,1953,19,1,1956,0,0,0,8,3,0,3,2,0,1,1,0,8,3,1,1,1,1,0,8,3,1,3,1,0,1,324,324,-9,7,7,7,0,0,0,0,
50,50.002,710,CHN,2,USA,11,2,1953,1954,19,1,1956,0,0,0,8,3,0,3,2,0,1,1,0,8,3,1,1,1,1,0,8,3,1,3,1,0,2,689,365,-9,7,7,7,0,0,0,0,
50,50.002,710,CHN,2,USA,11,2,1953,1955,19,1,1956,0,0,0,8,3,0,3,2,0,1,1,0,8,3,1,1,1,1,0,8,3,1,3,1,0,3,1054,365,-9,7,7,7,0,0,0,0,
50,50.002,710,CHN,2,USA,11,2,1953,1956,19,1,1956,5,3,2,8,3,0,3,2,0,1,1,2,8,3,1,1,1,1,0,8,3,1,3,1,0,4,1074,20,-9,7,7,7,0,0,0,0,
50,50.003,365,RUS,732,ROK,4,2,1954,1954,8,8,1954,5,3,0,8,3,0,3,2,0,1,1,0,8,3,0,1,1,1,0,2,2,0,4,2,0,1,186,186,-9,7,7,1,0,0,0,0,
50,50.003,732,ROK,365,RUS,4,2,1954,1954,8,8,1954,5,3,0,8,3,0,3,2,1,1,1,0,2,2,0,0,1,1,0,8,3,0,2,4,0,1,186,186,-9,7,1,7,0,0,0,0,
50,50.004,710,CHN,713,TAW,11,2,1953,1953,19,1,1956,0,0,0,19,4,1,3,2,0,1,1,0,18,4,1,1,1,1,0,19,4,1,3,1,0,1,324,324,-9,16,17,16,0,0,1,0,
50,50.004,710,CHN,713,TAW,11,2,1953,1954,19,1,1956,0,0,0,22,5,1,3,2,0,1,1,0,22,5,1,1,1,1,0,22,5,1,3,1,1,2,689,365,-9,20,20,20,0,0,1,0,
50,50.004,710,CHN,713,TAW,11,2,1953,1955,19,1,1956,0,0,0,22,5,1,3,2,0,1,1,0,22,5,1,1,1,1,0,22,5,1,3,1,1,3,1054,365,-9,20,20,20,0,0,1,0,
50,50.004,710,CHN,713,TAW,11,2,1953,1956,19,1,1956,1,1,6,19,4,1,3,2,0,1,1,5,18,4,1,1,1,1,6,19,4,1,3,1,0,4,1074,20,-9,16,17,16,0,0,1,0,
50,50.004,713,TAW,710,CHN,11,2,1953,1953,19,1,1956,0,0,0,19,4,1,3,2,1,1,1,0,19,4,1,0,1,1,0,18,4,1,1,3,0,1,324,324,-9,16,16,17,0,0,1,0,
50,50.004,713,TAW,710,CHN,11,2,1953,1954,19,1,1956,0,0,0,22,5,1,3,2,1,1,1,0,22,5,1,0,1,1,0,22,5,1,1,3,1,2,689,365,-9,20,20,20,0,0,1,0,
50,50.004,713,TAW,710,CHN,11,2,1953,1955,19,1,1956,0,0,0,22,5,1,3,2,1,1,1,0,22,5,1,0,1,1,0,22,5,1,1,3,1,3,1054,365,-9,20,20,20,0,0,1,0,
50,50.004,713,TAW,710,CHN,11,2,1953,1956,19,1,1956,2,2,6,19,4,1,3,2,1,1,1,6,19,4,1,0,1,1,5,18,4,1,1,3,0,4,1074,20,-9,16,16,17,0,0,1,0,
50,50.005,710,CHN,732,ROK,13,2,1953,1953,13,2,1953,5,3,2,18,4,0,3,2,0,1,1,2,18,4,1,1,1,1,0,2,2,0,3,2,0,1,1,1,-9,17,17,1,0,0,0,0,
50,50.005,732,ROK,710,CHN,13,2,1953,1953,13,2,1953,5,3,2,18,4,0,3,2,1,1,1,0,2,2,0,0,1,1,2,18,4,1,2,3,0,1,1,1,-9,17,1,17,0,0,0,0,
51,51.001,2,USA,710,CHN,30,9,1950,1950,27,7,1953,0,0,0,22,5,0,2,17,0,0,0,0,22,5,0,1,0,0,0,22,5,0,4,2,1,1,93,93,-9,21,21,21,0,0,1,0,
51,51.001,2,USA,710,CHN,30,9,1950,1951,27,7,1953,0,0,0,22,5,0,2,17,0,0,0,0,22,5,0,1,0,0,0,22,5,0,4,2,1,2,458,365,-9,21,21,21,0,0,1,0,
51,51.001,2,USA,710,CHN,30,9,1950,1952,27,7,1953,0,0,0,22,5,0,2,17,0,0,0,0,22,5,0,1,0,0,0,22,5,0,4,2,1,3,824,366,-9,21,21,21,0,0,1,0,
51,51.001,2,USA,710,CHN,30,9,1950,1953,27,7,1953,5,1,6,22,5,0,2,17,0,0,0,6,22,5,0,1,0,0,6,22,5,0,4,2,1,4,1033,209,-9,21,21,21,0,0,1,0,
51,51.001,710,CHN,2,USA,30,9,1950,1950,27,7,1953,0,0,0,22,5,0,2,17,1,0,0,0,22,5,0,0,0,0,0,22,5,0,2,4,1,1,93,93,-9,21,21,21,0,0,1,0,
51,51.001,710,CHN,2,USA,30,9,1950,1951,27,7,1953,0,0,0,22,5,0,2,17,1,0,0,0,22,5,0,0,0,0,0,22,5,0,2,4,1,2,458,365,-9,21,21,21,0,0,1,0,
51,51.001,710,CHN,2,USA,30,9,1950,1952,27,7,1953,0,0,0,22,5,0,2,17,1,0,0,0,22,5,0,0,0,0,0,22,5,0,2,4,1,3,824,366,-9,21,21,21,0,0,1,0,
51,51.001,710,CHN,2,USA,30,9,1950,1953,27,7,1953,5,1,6,22,5,0,2,17,1,0,0,6,22,5,0,0,0,0,6,22,5,0,2,4,1,4,1033,209,-9,21,21,21,0,0,1,0,
51,51.002,2,USA,731,PRK,27,6,1950,1950,27,7,1953,0,0,0,22,5,0,2,17,0,0,0,0,22,5,0,1,1,1,0,22,5,1,4,1,1,1,188,188,-9,21,21,20,0,0,1,0,
51,51.002,2,USA,731,PRK,27,6,1950,1951,27,7,1953,0,0,0,22,5,0,2,17,0,0,0,0,22,5,0,1,1,1,0,22,5,1,4,1,1,2,553,365,-9,21,21,20,0,0,1,0,
51,51.002,2,USA,731,PRK,27,6,1950,1952,27,7,1953,0,0,0,22,5,0,2,17,0,0,0,0,22,5,0,1,1,1,0,22,5,1,4,1,1,3,919,366,-9,21,21,20,0,0,1,0,
51,51.002,2,USA,731,PRK,27,6,1950,1953,27,7,1953,5,1,6,22,5,0,2,17,0,0,0,6,22,5,0,1,1,1,6,22,5,1,4,1,1,4,1128,209,-9,21,21,20,0,0,1,0,
51,51.002,731,PRK,2,USA,27,6,1950,1950,27,7,1953,0,0,0,22,5,0,2,17,1,1,1,0,22,5,1,0,0,0,0,22,5,0,1,4,1,1,188,188,-9,21,20,21,0,0,1,0,
51,51.002,731,PRK,2,USA,27,6,1950,1951,27,7,1953,0,0,0,22,5,0,2,17,1,1,1,0,22,5,1,0,0,0,0,22,5,0,1,4,1,2,553,365,-9,21,20,21,0,0,1,0,
51,51.002,731,PRK,2,USA,27,6,1950,1952,27,7,1953,0,0,0,22,5,0,2,17,1,1,1,0,22,5,1,0,0,0,0,22,5,0,1,4,1,3,919,366,-9,21,20,21,0,0,1,0,
51,51.002,731,PRK,2,USA,27,6,1950,1953,27,7,1953,5,1,6,22,5,0,2,17,1,1,1,6,22,5,1,0,0,0,6,22,5,0,1,4,1,4,1128,209,-9,21,20,21,0,0,1,0,
51,51.003,20,CAN,710,CHN,30,9,1950,1950,27,7,1953,0,0,0,12,3,0,2,17,0,0,0,0,12,3,0,1,0,0,0,1,1,0,4,2,0,1,93,93,-9,10,10,0,0,0,1,0,
51,51.003,20,CAN,710,CHN,30,9,1950,1951,27,7,1953,0,0,0,22,5,0,2,17,0,0,0,0,22,5,0,1,0,0,0,22,5,0,4,2,1,2,458,365,-9,21,21,21,0,0,1,0,
51,51.003,20,CAN,710,CHN,30,9,1950,1952,27,7,1953,0,0,0,22,5,0,2,17,0,0,0,0,22,5,0,1,0,0,0,22,5,0,4,2,1,3,824,366,-9,21,21,21,0,0,1,0,
51,51.003,20,CAN,710,CHN,30,9,1950,1953,27,7,1953,5,1,6,22,5,0,2,17,0,0,0,4,22,5,0,1,0,0,6,22,5,0,4,2,1,4,1033,209,-9,21,21,21,0,0,1,0,
51,51.003,710,CHN,20,CAN,30,9,1950,1950,27,7,1953,0,0,0,12,3,0,2,17,1,0,0,0,1,1,0,0,0,0,0,12,3,0,2,4,0,1,93,93,-9,10,0,10,0,0,1,0,
51,51.003,710,CHN,20,CAN,30,9,1950,1951,27,7,1953,0,0,0,22,5,0,2,17,1,0,0,0,22,5,0,0,0,0,0,22,5,0,2,4,1,2,458,365,-9,21,21,21,0,0,1,0,
51,51.003,710,CHN,20,CAN,30,9,1950,1952,27,7,1953,0,0,0,22,5,0,2,17,1,0,0,0,22,5,0,0,0,0,0,22,5,0,2,4,1,3,824,366,-9,21,21,21,0,0,1,0,
51,51.003,710,CHN,20,CAN,30,9,1950,1953,27,7,1953,5,1,6,22,5,0,2,17,1,0,0,6,22,5,0,0,0,0,4,22,5,0,2,4,1,4,1033,209,-9,21,21,21,0,0,1,0,
51,51.004,20,CAN,731,PRK,29,6,1950,1950,27,7,1953,0,0,0,12,3,0,2,17,0,0,0,0,12,3,0,1,1,1,0,1,1,1,4,1,0,1,186,186,-9,10,10,0,0,0,1,0,
51,51.004,20,CAN,731,PRK,29,6,1950,1951,27,7,1953,0,0,0,22,5,0,2,17,0,0,0,0,22,5,0,1,1,1,0,22,5,1,4,1,1,2,551,365,-9,21,21,20,0,0,1,0,
51,51.004,20,CAN,731,PRK,29,6,1950,1952,27,7,1953,0,0,0,22,5,0,2,17,0,0,0,0,22,5,0,1,1,1,0,22,5,1,4,1,1,3,917,366,-9,21,21,20,0,0,1,0,
51,51.004,20,CAN,731,PRK,29,6,1950,1953,27,7,1953,5,1,6,22,5,0,2,17,0,0,0,4,22,5,0,1,1,1,6,22,5,1,4,1,1,4,1126,209,-9,21,21,20,0,0,1,0,
51,51.004,731,PRK,20,CAN,29,6,1950,1950,27,7,1953,0,0,0,12,3,0,2,17,1,1,1,0,12,3,1,0,0,0,0,12,3,0,1,4,0,1,186,186,-9,10,10,10,0,0,1,0,
51,51.004,731,PRK,20,CAN,29,6,1950,1951,27,7,1953,0,0,0,22,5,0,2,17,1,1,1,0,22,5,1,0,0,0,0,22,5,0,1,4,1,2,551,365,-9,21,20,21,0,0,1,0,
51,51.004,731,PRK,20,CAN,29,6,1950,1952,27,7,1953,0,0,0,22,5,0,2,17,1,1,1,0,22,5,1,0,0,0,0,22,5,0,1,4,1,3,917,366,-9,21,20,21,0,0,1,0,
51,51.004,731,PRK,20,CAN,29,6,1950,1953,27,7,1953,5,1,6,22,5,0,2,17,1,1,1,6,22,5,1,0,0,0,4,22,5,0,1,4,1,4,1126,209,-9,21,20,21,0,0,1,0,
51,51.005,100,COL,710,CHN,6,6,1951,1951,27,7,1953,0,0,0,22,5,0,2,17,0,0,0,0,22,5,0,1,0,0,0,22,5,0,4,2,1,1,209,209,-9,21,21,21,0,0,1,0,
51,51.005,100,COL,710,CHN,6,6,1951,1952,27,7,1953,0,0,0,22,5,0,2,17,0,0,0,0,22,5,0,1,0,0,0,22,5,0,4,2,1,2,575,366,-9,21,21,21,0,0,1,0,
51,51.005,100,COL,710,CHN,6,6,1951,1953,27,7,1953,5,1,6,22,5,0,2,17,0,0,0,3,22,5,0,1,0,0,6,22,5,0,4,2,1,3,784,209,-9,21,21,21,0,0,1,0,
51,51.005,710,CHN,100,COL,6,6,1951,1951,27,7,1953,0,0,0,22,5,0,2,17,1,0,0,0,22,5,0,0,0,0,0,22,5,0,2,4,1,1,209,209,-9,21,21,21,0,0,1,0,
51,51.005,710,CHN,100,COL,6,6,1951,1952,27,7,1953,0,0,0,22,5,0,2,17,1,0,0,0,22,5,0,0,0,0,0,22,5,0,2,4,1,2,575,366,-9,21,21,21,0,0,1,0,
51,51.005,710,CHN,100,COL,6,6,1951,1953,27,7,1953,5,1,6,22,5,0,2,17,1,0,0,6,22,5,0,0,0,0,3,22,5,0,2,4,1,3,784,209,-9,21,21,21,0,0,1,0,
51,51.006,100,COL,731,PRK,6,6,1951,1951,27,7,1953,0,0,0,22,5,0,2,17,0,0,0,0,22,5,0,1,1,1,0,22,5,1,4,1,1,1,209,209,-9,21,21,20,0,0,1,0,
51,51.006,100,COL,731,PRK,6,6,1951,1952,27,7,1953,0,0,0,22,5,0,2,17,0,0,0,0,22,5,0,1,1,1,0,22,5,1,4,1,1,2,575,366,-9,21,21,20,0,0,1,0,
51,51.006,100,COL,731,PRK,6,6,1951,1953,27,7,1953,5,1,6,22,5,0,2,17,0,0,0,3,22,5,0,1,1,1,6,22,5,1,4,1,1,3,784,209,-9,21,21,20,0,0,1,0,
51,51.006,731,PRK,100,COL,6,6,1951,1951,27,7,1953,0,0,0,22,5,0,2,17,1,1,1,0,22,5,1,0,0,0,0,22,5,0,1,4,1,1,209,209,-9,21,20,21,0,0,1,0,
51,51.006,731,PRK,100,COL,6,6,1951,1952,27,7,1953,0,0,0,22,5,0,2,17,1,1,1,0,22,5,1,0,0,0,0,22,5,0,1,4,1,2,575,366,-9,21,20,21,0,0,1,0,
51,51.006,731,PRK,100,COL,6,6,1951,1953,27,7,1953,5,1,6,22,5,0,2,17,1,1,1,6,22,5,1,0,0,0,3,22,5,0,1,4,1,3,784,209,-9,21,20,21,0,0,1,0,
51,51.007,200,UKG,710,CHN,30,9,1950,1950,27,7,1953,0,0,0,22,5,0,2,17,0,0,0,0,22,5,0,1,0,0,0,22,5,0,4,2,1,1,93,93,-9,21,21,21,0,0,1,0,
51,51.007,200,UKG,710,CHN,30,9,1950,1951,27,7,1953,0,0,0,22,5,0,2,17,0,0,0,0,22,5,0,1,0,0,0,22,5,0,4,2,1,2,458,365,-9,21,21,21,0,0,1,0,
51,51.007,200,UKG,710,CHN,30,9,1950,1952,27,7,1953,0,0,0,22,5,0,2,17,0,0,0,0,22,5,0,1,0,0,0,22,5,0,4,2,1,3,824,366,-9,21,21,21,0,0,1,0,
51,51.007,200,UKG,710,CHN,30,9,1950,1953,27,7,1953,5,1,6,22,5,0,2,17,0,0,0,5,22,5,0,1,0,0,6,22,5,0,4,2,1,4,1033,209,-9,21,21,21,0,0,1,0,
51,51.007,710,CHN,200,UKG,30,9,1950,1950,27,7,1953,0,0,0,22,5,0,2,17,1,0,0,0,22,5,0,0,0,0,0,22,5,0,2,4,1,1,93,93,-9,21,21,21,0,0,1,0,
51,51.007,710,CHN,200,UKG,30,9,1950,1951,27,7,1953,0,0,0,22,5,0,2,17,1,0,0,0,22,5,0,0,0,0,0,22,5,0,2,4,1,2,458,365,-9,21,21,21,0,0,1,0,
51,51.007,710,CHN,200,UKG,30,9,1950,1952,27,7,1953,0,0,0,22,5,0,2,17,1,0,0,0,22,5,0,0,0,0,0,22,5,0,2,4,1,3,824,366,-9,21,21,21,0,0,1,0,
51,51.007,710,CHN,200,UKG,30,9,1950,1953,27,7,1953,5,1,6,22,5,0,2,17,1,0,0,6,22,5,0,0,0,0,5,22,5,0,2,4,1,4,1033,209,-9,21,21,21,0,0,1,0,
51,51.008,200,UKG,731,PRK,28,6,1950,1950,27,7,1953,0,0,0,22,5,0,2,17,0,0,0,0,22,5,0,1,1,1,0,22,5,1,4,1,1,1,187,187,-9,21,21,20,0,0,1,0,
51,51.008,200,UKG,731,PRK,28,6,1950,1951,27,7,1953,0,0,0,22,5,0,2,17,0,0,0,0,22,5,0,1,1,1,0,22,5,1,4,1,1,2,552,365,-9,21,21,20,0,0,1,0,
51,51.008,200,UKG,731,PRK,28,6,1950,1952,27,7,1953,0,0,0,22,5,0,2,17,0,0,0,0,22,5,0,1,1,1,0,22,5,1,4,1,1,3,918,366,-9,21,21,20,0,0,1,0,
51,51.008,200,UKG,731,PRK,28,6,1950,1953,27,7,1953,5,1,6,22,5,0,2,17,0,0,0,5,22,5,0,1,1,1,6,22,5,1,4,1,1,4,1127,209,-9,21,21,20,0,0,1,0,
51,51.008,731,PRK,200,UKG,28,6,1950,1950,27,7,1953,0,0,0,22,5,0,2,17,1,1,1,0,22,5,1,0,0,0,0,22,5,0,1,4,1,1,187,187,-9,21,20,21,0,0,1,0,
51,51.008,731,PRK,200,UKG,28,6,1950,1951,27,7,1953,0,0,0,22,5,0,2,17,1,1,1,0,22,5,1,0,0,0,0,22,5,0,1,4,1,2,552,365,-9,21,20,21,0,0,1,0,
51,51.008,731,PRK,200,UKG,28,6,1950,1952,27,7,1953,0,0,0,22,5,0,2,17,1,1,1,0,22,5,1,0,0,0,0,22,5,0,1,4,1,3,918,366,-9,21,20,21,0,0,1,0,
51,51.008,731,PRK,200,UKG,28,6,1950,1953,27,7,1953,5,1,6,22,5,0,2,17,1,1,1,6,22,5,1,0,0,0,5,22,5,0,1,4,1,4,1127,209,-9,21,20,21,0,0,1,0,
51,51.009,210,NTH,710,CHN,5,12,1950,1950,27,7,1953,0,0,0,22,5,0,2,17,1,0,0,0,22,5,0,0,0,0,0,22,5,0,2,4,1,1,27,27,-9,21,21,21,0,0,1,0,
51,51.009,210,NTH,710,CHN,5,12,1950,1951,27,7,1953,0,0,0,22,5,0,2,17,1,0,0,0,22,5,0,0,0,0,0,22,5,0,2,4,1,2,392,365,-9,21,21,21,0,0,1,0,
51,51.009,210,NTH,710,CHN,5,12,1950,1952,27,7,1953,0,0,0,22,5,0,2,17,1,0,0,0,22,5,0,0,0,0,0,22,5,0,2,4,1,3,758,366,-9,21,21,21,0,0,1,0,
51,51.009,210,NTH,710,CHN,5,12,1950,1953,27,7,1953,5,1,6,22,5,0,2,17,1,0,0,3,22,5,0,0,0,0,6,22,5,0,2,4,1,4,967,209,-9,21,21,21,0,0,1,5,
51,51.009,710,CHN,210,NTH,5,12,1950,1950,27,7,1953,0,0,0,22,5,0,2,17,1,0,0,0,22,5,0,0,0,0,0,22,5,0,2,4,1,1,27,27,-9,21,21,21,0,0,1,0,
51,51.009,710,CHN,210,NTH,5,12,1950,1951,27,7,1953,0,0,0,22,5,0,2,17,1,0,0,0,22,5,0,0,0,0,0,22,5,0,2,4,1,2,392,365,-9,21,21,21,0,0,1,0,
51,51.009,710,CHN,210,NTH,5,12,1950,1952,27,7,1953,0,0,0,22,5,0,2,17,1,0,0,0,22,5,0,0,0,0,0,22,5,0,2,4,1,3,758,366,-9,21,21,21,0,0,1,0,
51,51.009,710,CHN,210,NTH,5,12,1950,1953,27,7,1953,5,1,6,22,5,0,2,17,1,0,0,6,22,5,0,0,0,0,3,22,5,0,2,4,1,4,967,209,-9,21,21,21,0,0,1,5,
